ID,tour_num,D_TRA1_SMONTH,D_TRA1_S_Day,D_TRA1_COST,D_TRA1_NUM,D_TRA1_1_SPOT,over_sati,inten_revis,inten_recom,BSEX,SAGE,BJOB,BEDU,BMAR,BARA
11110761051_317775,1,11,1,300000,4,31370,5,4,4,1,36,3,4,2,1
1111077012A_260894,2,7,1,600000,2,32060,5,4,3,1,38,1,4,2,1
1111077104A_205019,1,8,1,250000,6,31370,4,4,4,1,24,12,4,1,1
1111077104A_205043,1,8,2,600000,4,32060,5,4,4,2,23,12,4,1,1
1111078096A_261939,1,10,1,300000,2,32030,5,4,4,2,27,1,4,1,1
1111078199A_319171,1,11,0,30000,1,31010,4,3,3,1,22,1,4,1,1
1111078199A_319178,1,11,0,70000,2,31130,4,4,3,1,36,1,4,2,1
11110791921_290261,1,12,1,200000,2,25030,5,3,3,2,24,1,4,1,1
11120511761_1355,1,1,2,1000000,3,39020,5,4,4,2,37,11,4,2,1
11120511761_1358,1,1,1,500000,4,32310,4,4,4,1,29,1,4,1,1
11120511761_1362,1,1,0,100000,1,32010,4,4,4,2,28,1,4,1,1
1112051228A_318105,1,11,0,60000,1,31380,4,4,4,2,38,1,4,2,1
1112051228A_318161,1,11,0,50000,1,31200,4,4,4,1,28,1,4,1,1
11120521041_29002,1,2,0,150000,3,31190,4,4,4,2,36,1,4,2,1
1112052227A_291807,1,12,0,150000,3,31200,4,4,4,2,37,1,4,2,1
11120550321_58633,1,3,0,250000,4,23310,4,4,4,2,28,1,4,1,1
11120551421_86958,1,4,0,100000,3,31100,5,5,4,2,39,1,4,2,1
11120551421_86966,1,4,0,130000,2,31270,5,4,4,1,35,1,4,1,1
11120551421_87001,1,4,0,100000,2,31120,4,4,4,2,28,1,4,1,1
11120551421_87027,1,4,0,200000,2,32010,5,5,4,1,27,1,4,1,1
11120561071_116370,1,5,0,100000,2,31380,5,4,4,2,29,1,4,1,1
11120561071_116389,1,5,1,400000,2,32030,5,4,4,1,34,1,4,1,1
11120561071_116403,1,5,1,400000,2,37020,5,5,4,2,36,1,4,2,1
11120561071_116418,1,5,0,150000,2,31370,4,4,4,1,28,1,4,1,1
11120570391_147424,1,6,1,590000,3,34380,4,4,4,1,38,1,4,2,1
11120571751_176103,1,7,0,150000,2,23010,4,4,4,1,28,1,4,1,1
11120571751_176115,1,7,2,450000,2,35330,5,4,4,1,37,2,4,2,1
11120571751_176142,1,7,0,400000,4,23310,5,5,4,2,29,1,4,1,1
11120581091_205093,1,8,1,400000,2,34380,5,4,4,2,37,1,4,2,1
11120581091_205096,1,8,1,250000,1,32070,4,4,4,1,28,1,4,1,1
1112058256A_1432,1,1,0,130000,1,23310,4,4,4,1,33,1,4,1,1
1112058256A_1433,1,1,1,250000,2,23310,4,4,4,2,37,1,4,4,1
11120591761_261984,1,10,1,1200000,4,39020,5,4,4,1,28,1,4,1,1
11120591761_261995,1,10,0,250000,4,33360,4,4,4,2,37,1,4,1,1
1112065001A_30342,1,2,0,50000,1,31220,4,4,4,1,27,1,4,1,1
1112065001A_30348,1,2,0,180000,4,31200,4,4,4,1,34,1,4,1,1
1112065001A_30388,1,2,0,150000,1,32410,4,4,4,2,28,1,4,1,1
11120650351_318176,1,11,0,250000,2,32010,5,4,4,1,28,1,4,1,1
11120650351_318182,1,11,1,200000,1,32030,4,5,4,2,29,1,4,1,1
11120650351_318208,1,11,1,500000,3,31370,4,4,4,2,37,11,4,2,1
11120651741_291913,1,12,0,100000,1,31100,4,4,4,2,28,1,4,1,1
11120661381_1487,1,1,0,200000,5,33020,4,4,4,2,38,1,4,2,1
11120661381_1495,1,1,0,100000,1,24040,4,4,4,1,35,1,4,1,1
11120661381_1498,1,1,0,230000,4,32010,4,4,4,2,28,1,4,1,1
1112068014A_58679,1,3,0,150000,2,31370,5,4,4,1,26,1,4,1,1
1112068014A_58682,1,3,0,80000,2,31030,4,4,4,1,37,2,4,1,1
1112068014A_58692,1,3,0,100000,2,31380,5,4,4,2,28,1,4,1,1
11120680531_30396,1,2,1,400000,2,32010,4,4,4,1,36,2,4,1,1
11120680531_30416,1,2,1,350000,3,31370,5,4,4,2,38,11,4,2,1
1112071076A_87056,1,4,1,400000,2,32340,5,4,4,2,29,1,4,1,1
1112071076A_87060,1,4,0,200000,2,32010,5,5,4,1,37,1,4,1,1
1112071076A_87071,1,4,0,120000,2,23010,5,5,4,1,26,1,4,1,1
1112071076A_87085,1,4,1,400000,3,31270,5,4,4,2,38,11,4,2,1
1112071195A_115596,1,5,0,100000,2,31100,5,4,4,2,36,1,4,2,1
1112071195A_115600,1,5,1,120000,2,23010,5,5,4,1,35,1,4,1,1
1112071195A_115609,1,5,0,250000,2,32010,5,4,4,2,28,1,4,1,1
1112071195A_115613,1,5,0,150000,2,23310,5,4,4,1,27,1,4,1,1
11120720641_58754,1,3,0,100000,2,23310,4,4,4,2,28,1,4,1,1
11120720641_58792,1,3,0,100000,2,31370,5,4,4,1,36,2,4,1,1
11120721801_87106,1,4,0,150000,3,31060,4,4,4,1,38,1,4,1,1
11120730901_115633,1,5,0,100000,1,32010,4,4,4,1,28,1,4,1,1
1112073196A_147505,1,6,1,350000,2,32030,4,4,4,2,35,1,4,2,1
11120740051_147598,1,6,0,200000,2,32010,5,4,4,1,27,1,4,1,1
11120740051_147603,1,6,1,150000,1,35010,4,4,3,2,28,1,4,1,1
11120740051_147605,1,6,0,150000,2,31070,4,4,4,2,36,1,4,2,1
11130520591_234581,1,9,1,400000,2,21140,4,4,3,1,25,12,4,1,1
1113052120A_176197,1,7,1,600000,4,35330,4,3,4,2,38,1,4,1,1
11130621571_262062,1,10,2,1200000,1,39020,4,4,4,2,35,1,4,1,1
1113064075A_204575,1,8,4,1800000,3,32060,4,4,4,2,32,1,4,1,1
1113064075A_204577,1,8,2,900000,2,21090,4,4,3,2,23,12,4,1,1
11130660181_318272,1,11,1,700000,3,21090,4,4,4,2,37,11,4,2,1
11130680691_290640,1,12,3,700000,4,24050,4,4,4,2,38,1,4,2,1
11130682151_1556,1,1,2,1200000,3,32060,4,4,4,2,35,11,4,2,1
1113070153A_318946,1,11,0,300000,5,31270,4,4,4,2,36,11,4,2,1
1113070153A_318957,1,11,3,1800000,3,39010,4,4,4,1,37,1,4,2,1
1113071099A_291990,1,12,1,300000,2,32030,4,4,4,2,24,12,4,1,1
1113071099A_292045,1,12,2,1200000,3,32060,4,4,4,2,31,1,4,1,1
11130720531_58810,1,3,0,130000,2,32010,4,4,4,2,25,1,4,1,1
11130721601_87157,1,4,0,80000,2,31200,4,4,4,2,28,1,4,1,1
11130730741_115740,1,5,1,400000,2,32010,4,4,4,1,33,1,4,1,1
11130730741_115749,1,5,1,500000,3,31370,4,4,4,1,25,12,4,1,1
11130730741_115755,1,5,0,300000,3,31190,4,4,4,2,34,1,4,2,1
11130740761_143801,1,6,1,350000,4,25040,4,4,4,2,33,1,4,2,1
11130740761_143806,1,6,0,200000,2,31190,4,4,4,2,28,1,4,1,1
11130740761_143868,1,6,1,400000,2,23310,4,4,4,1,33,1,4,1,1
1113075109A_1592,1,1,1,1000000,2,39020,5,4,4,1,36,1,4,1,1
1113075109A_1595,1,1,1,200000,1,32010,5,4,4,2,27,1,4,1,1
1113075109A_1623,1,1,1,500000,2,37010,5,4,4,2,36,11,4,2,1
1113075109A_1647,1,1,1,200000,1,32010,5,5,4,1,26,12,4,1,1
11130751221_176268,1,7,3,1500000,3,32060,4,4,4,2,27,1,4,1,1
11130751221_176283,1,7,1,600000,2,34380,4,4,4,1,33,1,4,1,1
11130751221_176299,1,7,3,1200000,2,32410,4,4,4,2,33,1,4,2,1
11130761621_234705,1,9,3,2000000,3,39020,4,4,4,2,36,1,4,2,1
11130762881_262211,1,10,2,1000000,3,21090,4,4,4,1,23,12,4,1,1
11130762881_262273,1,10,1,600000,3,21090,4,4,4,2,25,1,4,1,1
1114059061A_143647,1,2,0,210000,3,23020,4,4,4,1,25,12,4,1,1
11140600371_319062,1,11,0,50000,2,31230,4,4,4,1,27,1,3,1,1
11140610711_292060,1,12,0,250000,2,31100,4,4,4,2,28,1,4,1,1
11140610711_292101,3,12,0,300000,2,31200,4,4,4,2,34,3,4,1,1
11140661561_30614,1,2,0,70000,2,31190,4,4,4,2,25,12,4,1,1
11140661561_30632,1,2,1,100000,6,22020,4,4,4,1,37,1,4,2,1
11140680201_59384,1,3,0,50000,2,31200,4,4,4,1,28,1,4,1,1
1114068065A_173094,1,4,0,100000,3,31250,4,4,4,1,29,2,4,1,1
11140690061_87250,1,4,0,80000,4,31100,4,4,4,2,29,1,4,1,1
11140690061_87257,1,4,0,60000,4,31200,4,4,4,1,28,1,4,1,1
11140691351_115820,1,5,1,300000,4,34340,4,4,4,2,37,1,4,2,1
11140711381_176349,1,7,0,150000,2,31370,4,4,4,1,38,1,4,1,1
11140720921_204758,1,8,0,100000,2,34330,4,4,4,1,38,1,4,2,1
11140720921_204780,1,8,0,200000,2,32030,4,4,4,1,25,1,4,1,1
1114073026A_174488,1,5,0,300000,3,31100,4,4,4,2,24,1,4,1,1
1114073142A_145905,1,6,0,30000,3,31200,4,4,4,1,25,1,4,1,1
1114074073A_176441,1,7,0,150000,3,32060,4,4,4,1,35,1,4,2,1
11140750281_262329,1,10,0,50000,2,31230,4,4,4,1,37,1,4,1,1
1114075036A_260886,1,8,1,300000,2,32030,4,4,4,1,37,1,4,2,1
1114075036A_260897,1,8,2,500000,3,39010,4,4,4,2,38,11,4,2,1
1114076044A_344975,1,9,0,50000,2,31200,4,4,4,1,35,1,4,2,1
1114077045A_345363,1,10,0,50000,1,33030,4,4,4,1,32,3,4,1,1
11140771301_292115,1,12,1,600000,3,32060,4,5,5,2,37,11,4,2,1
1114078134A_292249,1,12,0,500000,2,31200,4,4,4,2,38,2,4,1,1
11150520521_1830,1,1,0,40000,2,31230,4,4,4,1,26,1,4,1,1
1115052168A_29046,1,2,0,50000,2,31370,4,4,3,1,35,1,4,2,1
1115052168A_29051,1,2,0,100000,3,32400,4,4,4,2,36,1,4,1,1
11150530011_30776,1,2,2,900000,3,39020,4,4,4,2,38,11,4,2,1
11150531421_59453,1,3,0,100000,2,31370,4,4,4,1,26,1,4,1,1
11150531421_59461,1,3,0,80000,2,31380,4,3,4,2,29,1,4,1,1
11150541711_87314,1,4,0,150000,2,35010,4,4,4,1,32,1,4,1,1
11150541711_87318,1,4,0,70000,2,31230,4,3,3,1,32,1,4,1,1
11150571191_117120,1,5,1,100000,1,23010,4,4,4,1,30,1,4,1,1
11150590011_145969,1,6,0,50000,4,23080,4,4,3,2,36,11,3,2,1
1115060099A_87419,1,4,0,30000,1,31150,4,3,3,2,29,1,4,1,1
11150630961_235963,1,9,1,300000,4,32310,4,4,4,2,28,1,4,1,1
11150630961_235978,1,9,0,100000,4,31150,4,4,3,1,30,1,4,1,1
1115064023A_117197,1,5,0,30000,1,23310,4,4,4,2,21,12,4,1,1
1115065054A_146161,1,6,1,100000,1,24040,4,3,3,2,29,12,4,1,1
11150660971_262451,1,10,0,60000,2,23310,4,4,4,2,27,1,4,1,1
11150660971_262454,1,10,1,400000,4,32030,4,4,4,2,38,1,3,2,1
11150660971_262492,1,10,1,600000,4,32390,4,4,4,1,22,1,3,1,1
1115066143A_176538,1,7,1,300000,3,31270,4,4,4,1,24,1,4,1,1
1115066143A_176553,1,7,0,100000,4,35010,4,4,4,2,29,1,4,1,1
1115066143A_176574,1,7,0,100000,4,31230,4,4,4,2,37,11,4,2,1
1115066143A_176589,1,7,1,250000,3,31380,4,4,4,1,31,1,4,2,1
1115066248A_204862,1,8,1,400000,4,32030,4,4,4,2,28,1,4,1,1
1115066248A_204900,1,8,1,300000,4,32310,4,4,4,2,37,1,3,1,1
1115066248A_204929,1,8,1,200000,3,35010,4,4,4,1,39,1,4,2,1
1115069049A_235237,1,9,0,120000,4,23010,4,4,3,1,25,1,4,1,1
1115069049A_235253,1,9,0,80000,2,23010,4,4,3,2,28,3,4,1,1
1115069049A_235276,1,9,0,60000,2,23310,4,4,4,2,38,1,3,1,1
1115070043A_262560,1,10,1,150000,2,31200,4,4,3,1,35,1,4,2,1
1115070130A_319301,1,11,0,50000,2,23310,4,4,4,2,27,1,4,1,1
1115070130A_319380,1,11,2,400000,2,32060,4,4,4,1,25,1,4,1,1
1115071110A_291204,1,12,1,300000,4,32310,4,4,4,2,38,1,4,2,1
11150720681_319416,1,11,0,70000,2,31150,4,4,4,2,30,1,4,1,1
11150720681_319446,1,11,0,100000,2,25050,4,3,3,2,26,13,3,1,1
11150721941_291258,1,12,1,200000,4,24040,4,4,3,1,38,3,4,2,1
1115072Q01A_1886,1,1,1,100000,1,32030,4,4,4,1,30,1,4,1,1
1116051107A_29110,1,2,0,60000,2,31150,4,4,4,1,37,1,4,2,1
11160520161_1984,1,1,0,95000,1,33040,3,3,3,2,34,1,4,1,1
11160520161_1997,1,1,1,480000,2,32030,4,4,4,1,32,1,4,2,1
11160530181_29160,1,2,1,300000,1,39020,4,4,4,2,29,1,4,1,1
1116054136A_116206,1,5,1,230000,2,32010,4,4,4,2,38,1,4,2,1
1116054136A_116229,1,5,1,270000,2,31270,4,4,4,1,35,1,4,2,1
11160570031_116272,1,5,0,70000,2,31370,4,4,4,1,33,1,4,2,1
11160570031_116278,1,5,1,300000,2,35010,4,4,4,2,28,1,4,1,1
11160590051_176637,1,7,2,700000,2,39020,4,4,4,2,31,1,4,2,1
11160591201_204960,1,8,2,1200000,4,32030,4,4,4,2,28,1,4,1,1
11160630791_262602,1,10,1,103000,2,31270,4,4,4,1,32,1,4,1,1
1116064034A_176672,1,7,2,900000,2,39010,4,4,4,1,35,3,4,1,1
1116064034A_261338,1,7,2,500000,2,32030,4,4,4,2,38,3,4,1,1
1116064Q10A_205130,1,8,0,105000,2,31240,4,4,4,1,32,1,4,2,1
1116066062A_345398,1,10,2,300000,3,36350,4,4,4,1,22,13,3,1,1
11160691111_2037,1,1,2,300000,4,24050,4,4,4,1,21,12,4,1,1
11160701031_29216,1,2,0,375000,2,31230,4,4,4,1,32,1,4,1,1
11160701031_29243,1,2,1,480000,3,32330,4,4,4,2,35,1,4,2,1
1116070150A_2098,1,1,0,80000,2,31230,4,4,3,1,24,12,4,1,1
1116070150A_2103,1,1,0,150000,3,31230,3,4,4,2,36,1,4,1,1
1116070150A_2110,1,1,1,420000,2,32340,4,4,4,1,37,1,4,2,1
1116071070A_29272,1,2,0,45000,1,31200,3,3,4,1,24,12,4,1,1
1116071070A_29317,1,2,1,295000,1,39010,4,4,4,2,34,1,4,1,1
11160730091_87685,1,4,0,150000,4,23310,4,4,4,2,38,1,4,1,1
11160731331_116325,1,5,1,300000,2,31380,4,4,4,1,28,1,4,1,1
11160731331_116330,1,5,1,300000,4,23320,4,4,4,2,21,12,4,1,1
11160731331_116341,1,5,1,300000,4,31270,4,4,4,1,39,1,4,2,1
11160732771_144510,1,6,2,500000,4,31200,4,4,4,2,28,1,4,1,1
11160732771_144539,1,6,6,1000000,5,21060,4,4,4,2,33,11,4,2,1
11160732771_144540,1,6,0,120000,2,23010,4,4,4,1,29,1,4,1,1
1116073385A_87719,1,4,0,50000,1,23050,4,3,3,1,29,1,4,1,1
1116073385A_87735,1,4,0,50000,1,23010,4,4,4,1,30,1,4,1,1
1116073385A_87746,1,4,0,100000,4,32010,4,4,4,2,28,1,4,1,1
11160741051_176757,1,7,1,168000,2,31230,4,4,4,1,34,1,4,2,1
1116074150A_114386,1,5,0,300000,3,33380,4,4,4,1,32,1,4,2,1
1116074150A_114400,1,5,0,150000,3,31190,4,4,1,2,33,1,4,2,1
1117051069A_144549,1,6,1,250000,2,31380,4,4,4,1,38,1,4,1,1
1117051069A_144562,1,6,0,300000,6,32010,4,4,4,1,23,12,4,1,1
1117051069A_144577,1,6,0,150000,4,32010,4,4,4,2,28,1,4,1,1
11170511701_205587,1,8,0,150000,4,23310,4,4,4,1,27,1,4,1,1
1117051205A_176792,1,7,1,300000,2,33030,4,4,4,1,38,1,4,1,1
1117051205A_176805,1,7,0,100000,4,31070,4,4,4,2,36,1,4,2,1
1117051205A_176816,1,7,2,3000000,5,39010,5,4,4,2,28,1,4,1,1
1117052097A_205692,1,8,2,700000,4,21040,4,4,4,1,27,1,4,1,1
1117052097A_205701,1,8,0,150000,3,33380,4,4,4,1,36,1,4,2,1
1117052097A_205713,1,8,0,100000,3,31380,4,4,4,2,35,1,4,2,1
11170543111_236022,1,9,1,250000,2,32020,4,4,4,1,28,1,4,1,1
11170543111_236033,1,9,0,100000,2,31370,4,4,4,2,28,1,4,1,1
11170543111_236059,1,9,0,50000,2,23010,4,4,4,1,38,1,4,2,1
1117055022A_233038,1,9,0,150000,4,32010,4,4,4,1,36,1,4,1,1
1117055022A_233065,1,9,1,300000,2,32060,4,4,4,2,28,1,4,1,1
1117055022A_233098,1,9,0,100000,4,31370,4,4,4,1,28,1,4,1,1
11170550911_262725,1,10,0,50000,2,31060,4,4,4,1,28,1,4,1,1
11170550911_262732,1,10,0,100000,2,31230,4,4,4,1,37,1,4,1,1
1117056078A_262812,1,10,0,120000,2,31370,4,4,4,2,36,1,4,2,1
1117056078A_262864,1,10,1,300000,3,33040,4,4,4,2,27,1,4,1,1
11170561571_319747,1,11,0,50000,2,31100,3,3,3,1,38,1,4,1,1
1117061082A_319758,1,11,2,400000,3,33360,4,4,4,2,38,2,4,1,1
1117061082A_319770,1,11,1,300000,2,32030,5,4,4,1,27,1,4,1,1
11170611171_291643,1,12,0,60000,2,31240,4,4,4,1,29,1,4,1,1
1117062134A_292273,1,12,0,80000,2,31270,4,4,4,2,28,1,4,1,1
1117062134A_292274,1,12,0,150000,2,32010,4,4,4,1,35,1,4,1,1
11170621741_2160,1,1,2,1600000,4,39010,5,5,4,2,27,13,4,1,1
11170621741_2166,1,1,1,600000,4,32310,5,4,4,1,23,1,4,1,1
11170621741_2175,1,1,1,200000,4,31220,4,4,4,1,37,1,4,1,1
1117064162A_2219,1,1,1,250000,2,32040,4,4,4,1,28,1,4,1,1
1117064162A_2223,1,1,2,200000,3,35020,4,4,4,2,36,1,4,2,1
1117064162A_2233,1,1,1,250000,3,33340,4,4,4,1,36,1,4,1,1
1117064162A_2257,1,1,0,100000,2,31380,4,4,4,2,27,1,4,1,1
11170650011_30789,1,2,0,120000,2,32010,4,4,4,1,28,1,4,1,1
11170650011_30808,1,2,0,80000,2,31200,4,4,4,2,28,1,4,1,1
11170670111_59858,1,3,0,50000,2,31100,4,4,4,1,29,1,4,1,1
11170670111_59863,1,3,0,100000,2,31130,4,4,4,2,28,1,4,1,1
11170670111_59912,1,3,0,50000,4,23070,4,4,4,1,36,1,4,1,1
1117067135A_30853,1,2,1,150000,2,31270,4,4,4,1,36,1,4,2,1
1117067135A_30858,1,2,0,60000,2,31370,4,4,4,2,32,1,4,1,1
11170680411_87797,1,4,0,120000,4,23010,4,3,4,2,28,1,4,1,1
1117068203A_59920,1,3,0,150000,5,31100,4,4,4,2,21,12,4,1,1
11170690371_116437,1,5,1,300000,4,34330,4,4,4,1,28,1,4,1,1
11170690371_116447,1,5,0,80000,3,31130,4,4,4,1,33,1,4,2,1
11170690371_116474,1,5,1,150000,3,34080,4,4,4,2,38,1,4,2,1
11170700051_144597,1,6,1,200000,2,33370,4,4,4,1,27,1,4,1,1
11170700051_144624,1,6,0,150000,5,31260,4,4,4,2,28,1,4,1,1
11170701041_176844,1,7,1,500000,4,34360,4,4,4,1,28,1,4,1,1
11170701041_176876,1,7,0,80000,2,31130,4,4,4,2,28,1,4,1,1
11170701041_176907,1,7,2,800000,4,32030,4,5,4,1,36,1,3,1,1
11170711131_205740,1,8,2,600000,4,32410,4,4,4,2,27,1,4,1,1
11170711131_205748,1,8,1,200000,2,32010,4,4,4,1,28,1,4,1,1
11170711131_205769,1,8,2,300000,5,35370,4,4,4,2,38,11,4,2,1
11170712321_234988,1,9,0,100000,2,31380,4,4,4,1,28,1,4,1,1
11170712321_234997,1,9,0,120000,4,31200,4,4,4,2,28,1,4,1,1
11170712321_235005,1,9,0,70000,2,31010,4,4,4,1,36,1,4,1,1
11170720611_262873,1,10,0,100000,2,31370,4,4,4,2,27,1,4,1,1
11170720611_262885,1,10,0,70000,2,31200,4,4,4,1,29,1,4,1,1
1117072099A_87822,1,4,0,80000,2,33360,4,4,4,2,28,1,4,1,1
1117072099A_87850,1,4,1,200000,4,32020,4,4,4,1,23,12,4,1,1
11180510251_319828,1,11,1,200000,2,35020,4,4,4,1,29,1,4,1,1
11180510251_319862,1,11,0,150000,2,33040,4,4,4,1,38,1,4,1,1
1118051138A_116503,1,5,1,250000,2,32030,5,4,4,2,28,1,4,1,1
1118051138A_116520,1,5,1,200000,2,31370,4,4,4,1,28,1,4,1,1
1118051138A_116530,1,5,2,1500000,2,39020,5,4,5,1,38,2,4,1,1
11180511981_290326,1,12,0,150000,2,32010,4,4,4,1,36,1,4,1,1
11180511981_290350,1,12,1,400000,4,32390,5,4,4,1,25,12,4,1,1
11180521151_2262,1,1,0,100000,2,23010,4,4,4,1,28,1,4,1,1
11180521151_2274,1,1,0,100000,2,31270,4,3,4,2,29,1,4,1,1
11180521151_2318,1,1,2,200000,1,32010,4,4,4,1,36,1,4,1,1
1118052208A_144651,1,6,0,100000,3,31350,4,4,4,2,38,1,4,2,1
1118052208A_144665,1,6,1,300000,4,38390,4,4,4,2,28,1,4,1,1
1118052208A_144666,1,6,0,90000,2,31380,4,4,4,1,28,1,4,1,1
1118052208A_144675,1,6,0,100000,2,23310,4,4,4,1,37,1,4,1,1
11180530681_30983,1,2,0,30000,1,31010,4,4,4,1,23,12,4,1,1
11180530681_31013,1,2,0,200000,4,31070,4,4,4,2,26,13,4,1,1
11180541391_87896,1,4,0,150000,5,34010,4,4,4,1,32,1,4,1,1
11180541391_87905,1,4,1,250000,2,36010,4,4,4,1,28,1,4,1,1
11180550301_115499,1,5,0,80000,2,31220,4,4,3,2,28,1,4,1,1
11180550301_115510,1,5,1,250000,2,34030,4,4,4,1,28,1,4,1,1
11180550301_115514,1,5,0,120000,2,31130,4,4,4,1,34,1,4,1,1
11180570031_143875,1,6,0,50000,2,31040,4,4,3,1,30,1,4,1,1
11180570031_143892,1,6,0,60000,2,23310,4,4,3,2,24,13,4,1,1
11180570031_143906,1,6,1,300000,2,36460,4,4,4,1,37,1,4,2,1
11180571211_176941,1,7,0,80000,2,31380,4,4,4,1,34,1,4,2,1
11180571211_176944,1,7,0,50000,2,23010,4,3,4,2,27,1,4,1,1
11180571211_176952,1,7,2,800000,4,21090,4,4,4,1,29,1,4,1,1
1118057135A_177028,1,7,0,70000,2,31220,4,4,4,1,36,1,4,1,1
1118057135A_177042,1,7,2,500000,1,39010,5,4,4,2,28,1,4,1,1
1118057135A_177047,1,7,0,70000,2,31250,4,4,4,1,28,1,4,1,1
11180590391_205922,1,8,2,1500000,3,39020,5,5,5,2,31,11,4,2,1
1119061092A_2399,1,1,0,150000,1,31230,4,4,4,1,35,2,4,2,1
1119061092A_2417,1,1,2,800000,4,32350,5,4,4,2,27,13,4,1,1
11190631401_57071,1,3,2,300000,2,31370,4,4,4,1,28,1,4,1,1
1119065025A_31112,1,2,0,80000,2,31370,4,4,4,1,28,1,4,1,1
11190680421_115530,1,5,2,400000,3,32030,4,4,4,1,28,1,4,1,1
1119068121A_57149,1,3,2,150000,1,32330,5,5,4,2,27,1,4,1,1
11190720441_205944,1,8,1,500000,3,31370,4,4,3,1,23,12,4,1,1
11190720441_205949,1,8,0,60000,2,34080,4,4,3,2,25,1,4,1,1
11190720441_205956,1,8,0,70000,3,31240,4,4,4,2,37,1,4,2,1
11190720441_205982,1,8,1,500000,11,31090,4,3,4,2,32,11,4,2,1
11190721821_232817,1,9,0,200000,3,32010,5,5,5,2,33,1,4,2,1
11190721821_232835,1,9,0,100000,2,31380,5,5,5,1,36,1,4,1,1
1119073024A_115072,1,5,1,300000,4,31370,5,5,4,1,20,12,4,1,1
1119074Q06A_144337,1,6,1,100000,3,31380,4,4,4,2,37,11,4,2,1
1119076109A_177211,1,7,1,150000,1,32360,5,4,4,1,33,1,4,1,1
11200520021_2484,1,1,0,700000,4,23060,5,3,3,1,26,1,4,1,1
11200540441_88264,1,4,0,150000,3,31370,4,4,5,2,27,13,4,1,1
11200550351_115154,1,5,0,70000,1,31190,5,4,4,1,24,12,4,1,1
11200550351_115168,1,5,0,50000,1,31380,5,4,5,1,34,1,4,1,1
11200550351_115171,1,5,0,70000,1,29010,5,4,4,2,28,1,4,1,1
11200551441_144014,1,6,0,200000,3,31190,4,5,5,2,36,1,4,2,1
11200560681_175285,1,7,1,500000,6,31270,5,5,4,1,27,1,4,1,1
11200561821_206112,1,8,0,200000,3,31370,4,4,4,2,33,1,4,2,1
1120065022A_263678,1,10,2,1000000,4,33380,5,5,5,2,26,13,4,1,1
11200670881_291127,1,12,5,1200000,2,39010,5,5,5,1,27,13,4,1,1
11200670881_291134,1,12,0,80000,2,31370,5,5,4,1,38,1,4,1,1
11200691271_31202,1,2,0,100000,2,32010,5,5,5,1,32,1,4,1,1
11200711281_143123,1,4,0,80000,4,31200,4,4,4,2,37,11,4,2,1
1120071198A_31296,1,2,2,350000,2,36020,5,5,4,2,21,1,4,1,1
11200720771_174480,1,5,3,100000,1,38090,5,5,5,2,27,1,4,1,1
11200720771_174481,1,5,2,60000,1,31130,5,5,4,1,34,1,4,1,1
11200720771_202598,1,5,1,50000,1,31010,5,4,5,1,25,12,4,1,1
11200731021_144067,2,6,1,100000,3,32010,5,4,4,2,37,11,4,2,1
1120073140A_85811,1,4,2,150000,1,38090,5,5,5,2,27,1,4,1,1
11210521021_175323,1,7,2,150000,1,21110,5,5,4,1,33,1,4,1,1
11210521021_175337,1,7,0,350000,3,32010,5,4,4,1,24,12,4,1,1
11210521021_175363,1,7,0,50000,1,31060,5,5,5,2,28,1,4,1,1
1121054045A_114458,1,5,0,150000,3,31110,4,4,4,1,26,1,3,2,1
1121054045A_114520,1,5,1,200000,3,23320,4,4,4,2,37,1,3,2,1
11210540561_202809,1,8,1,400000,2,32050,4,4,4,1,37,1,4,1,1
11210571461_235162,1,9,1,100000,1,37040,4,4,4,1,30,13,4,1,1
11210572701_263702,1,10,1,350000,4,23320,4,5,5,2,37,11,3,2,1
11210581281_317285,1,11,1,300000,2,32030,4,4,4,1,36,1,4,2,1
11210581281_317308,1,11,0,200000,4,31380,4,4,4,2,21,12,4,1,1
1121058131A_144129,2,6,2,700000,4,32070,4,4,3,2,37,11,4,2,1
11210610821_292715,1,12,2,400000,1,35330,4,4,4,1,35,3,4,1,1
11210620631_2684,1,1,4,500000,1,36400,5,4,5,1,22,12,4,1,1
11210620631_2707,1,1,1,400000,3,24010,4,4,4,2,26,1,4,1,1
11210621851_29369,1,2,1,150000,1,32310,4,4,4,1,28,1,4,1,1
11210621851_29378,1,2,1,400000,4,31010,4,4,4,2,24,1,4,1,1
11210621851_29380,1,2,0,200000,4,34050,4,5,5,1,30,13,4,1,1
11210630921_57366,1,3,0,200000,4,23310,4,4,4,2,24,1,4,1,1
11210640811_88045,1,4,0,30000,2,31110,4,4,4,2,32,1,4,2,1
11210640811_88056,1,4,1,150000,4,32330,5,5,4,1,36,1,4,2,1
11210641961_116550,1,5,2,400000,2,35020,4,4,3,2,38,1,4,2,1
11210651091_144188,1,6,1,250000,2,32030,4,3,3,1,24,13,3,1,1
11210651091_144189,1,6,0,100000,3,31130,4,4,3,2,38,11,4,2,1
11210651091_144197,1,6,1,500000,5,32030,4,4,3,2,28,13,4,1,1
1121066056A_177247,1,7,1,250000,3,32030,4,4,4,2,38,11,4,2,1
1121066056A_177286,1,7,2,450000,3,32060,4,3,4,1,37,1,4,2,1
11210660721_177354,1,7,0,200000,4,34380,4,4,4,1,38,1,4,1,1
